"screenName" "isTroll" "created" "text" "isRetweet" "favoriteCount" "retweetCount" "name" "protected" "listedCount" "followersCount" "location" "favoritesCount" "friendsCount" "verified" "description"
"sportscenter14" "cadestaggers" NA 1384744151 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Cade Staggers" FALSE 1 407 "Dreamville, USA" 2471 293 FALSE "Insta: cade_staggers_ Snap: cadestaggers"
"sportscenter15" "EthanTxx" NA 1346712030 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Otis Spunkmeyer" FALSE 3 844 "" 61355 953 FALSE "Dont touch me im famous"
"sportscenter16" "sean_jefe" FALSE 1272223611 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Da'sean" FALSE 8 1756 "" 41 476 FALSE ""
"sportscenter17" "coachZHollis" NA 1241813199 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Zach Hollis" FALSE 0 357 "T3" 2870 404 FALSE "THE Wide Receivers Coach @MJCfootball. Shorthorn ShowCattle producer @HollisCattleCo"
"sportscenter18" "bigbrady62" NA 1325817992 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "The Real BBKing" FALSE 1 571 "Frisco, TX" 2354 464 FALSE "R.I.P. Coach Gumbo| Romans 8:31- If God is for us, who can be against us|"
"sportscenter19" "J_Aiken2" NA 1297527708 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Jules" FALSE 4 1048 "" 17400 231 FALSE ""
"sportscenter20" "THD_Part5" NA 1302932847 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Tommy Duddleston" FALSE 1 1218 "Chicago's Southside ‚û°Ô∏è UW-SP " 5834 1037 FALSE "All day and twice on Sunday! Just keep on keepin' on! Cheers boys! #PROTRAINED"
"sportscenter21" "TheHugeWhiteGuy" NA 1290444317 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Zach Jones" FALSE 1 187 "Bentonville, AR" 2592 109 FALSE "The Disney film and Roald Dahl book The BFG is based on my life.
Views are solely my own"
"sportscenter22" "CamShepherd64" FALSE 1299464555 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Cameron Shepherd" FALSE 1 546 "Warsaw,IN / Anderson,IN " 2361 466 FALSE "THE Cameron Shepherd. Anderson University Phil 4:13"
"sportscenter23" "leagueof_champs" NA 1401323496 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "League of Champions" FALSE 3 54 "Jacksonville, TX" 86 48 FALSE "The official Twitter account of the League of Champions, an innovative and nationally recognized 16-team fantasy football league"
"sportscenter24" "AdamMcCarthy9" NA 1342805745 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "adam" FALSE 5 387 "jh hart urban forestry" 10283 205 FALSE ""
"sportscenter25" "WWAALL2" NA 1403367516 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Sean Macdonald" FALSE 0 87 "" 423 294 FALSE ""
"sportscenter26" "apwill123" FALSE 1331603505 "@preynolds05 this is Ronaldo https://t.co/IDrVDE5vid" FALSE 1 0 "Anne Williamson" FALSE 2 654 "" 4695 498 FALSE "‚Ä¢Matthew 28:20‚Ä¢"
"sportscenter27" "MichaelSantill6" NA 1353443842 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Michael Santillo" FALSE 1 215 "" 5584 193 FALSE ""
"sportscenter28" "GooldGreg" NA 1322860287 "RT @SportsCenter: Welcome to the postseason, kid. Andrew Benintendi is the youngest Red Sox player to HR in a postseason game (22 years, 92‚Ä¶" TRUE 0 1642 "Greg Goold" FALSE 0 58 "" 43 55 FALSE ""
"sportscenter29" "JshcGodsChild" NA 1246476674 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Jonathan Carmichael" FALSE 0 451 "" 4572 737 FALSE "7Ô∏è‚É£0Ô∏è‚É£4Ô∏è‚É£MCHS C/O '15 Alumni #Clemson19 Blessed and Highly Favored‚úä I'm on A Mission, Stay Tuned... | IG: Jonathancar_15 | RIP Pops |Proverbs 3:5-6|"
"sportscenter30" "coty_T" NA 1310950103 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "coty tobitt" FALSE 1 917 "Nashville, TN" 13915 1037 FALSE "Just going where God points me!"
"sportscenter31" "itsBeitel1" NA 1403913846 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Chris" FALSE 4 505 "BreezeMode, USA" 6239 381 FALSE "PCC | Luke 1:37 | #RiskItToGetTheBuscuit"
"sportscenter32" "BWatersIV" NA 1374169496 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Ben Waters" FALSE 1 145 "greer, sc" 219 684 FALSE "Outdoorsman, Sports Fan, Music Enthusiast, Guitar Picker, Citadel Alumni, former US Army Paratrooper"
"sportscenter33" "DallonBarfield" NA 1451592860 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Daldo" FALSE 0 244 "Oakdale, CA" 2334 170 FALSE ""
"sportscenter34" "Hammertime_22" NA 1325652629 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Chet Manley" FALSE 0 677 "Forest Hills Drive" 9794 525 FALSE "SC: aaronhammer22  Fuck Ur Chicken Strips"
"sportscenter35" "StevenGernhart" NA 1343888522 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Steven" FALSE 8 329 "Gresham, OR" 1260 246 FALSE "20. I'm here to kick ass and chew bubble gum and I'm all out of bubble gum. 10/10. Instagram: steven_gernhart"
"sportscenter36" "13chesca17" NA 1403377764 "RT @SportsCenter: 2 goals in the first 4 minutes.

Just Cristiano being Cristiano. https://t.co/czJTo6AIVT" TRUE 0 2878 "Fran" FALSE 16 250 "" 1194 303 FALSE "#LSU17 Geaux Tigers! I didn't change; you just never got to know the real me."
"sportscenter37" "dtrain_3" NA 1323732657 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Devin" FALSE 4 725 "" 7116 495 FALSE "*Illegitimi non carborundum* Manchester, NJ"
"sportscenter38" "Rapowell25" NA 1331133945 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Ryan Powell" FALSE 0 456 "Halifax VA" 2753 270 FALSE "Sometimes you win, sometimes you lose, sometimes it rains | CNU baseball | Œ†ŒöŒë"
"sportscenter39" "Sean_has_wood" NA 1418025733 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Spooky Sean Ì†ΩÌ±ª" FALSE 0 142 "Catalina Wine Mixer" 2041 196 FALSE "KashMoney ‚ù§Ô∏è"
"sportscenter40" "DaffneiRiedel" NA 1452785065 "RT @SportsCenter: He's back.

Tiger Woods will make his return to competitive golf as he commits to PGA Tour season-opening Safeway Open ne‚Ä¶" TRUE 0 5672 "Daffnei Riedel" FALSE 7 84 "" 1765 290 FALSE ""
"sportscenter41" "gzl_andres" NA 1438412192 "RT @SportsCenter: David Price's cleats before tonight's game: Ì†ΩÌ¥•Ì†ΩÌ¥•Ì†ΩÌ¥• https://t.co/gDT0V7ed0U" TRUE 0 3010 "Andres" FALSE 1 246 "" 491 304 FALSE "‚ôõ FUTBOL‚öΩÔ∏è‚ôõ ig: y phhhoto gzl_andres"
"sportscenter42" "SportsCenter_01" NA 1475884375 "BREAKING: Georgia Vs. South Carolina game moved to Starkville, Mississippi due to Hurricane Matthew.
https://t.co/zqsEIHSbKA" FALSE 0 0 "SportsCenter" FALSE 0 1 "" 0 100 FALSE ""
"sportscenter43" "Ryantonucci" NA 1339208040 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "RJA" FALSE 0 288 "Binghamton University" 4628 245 FALSE "happiness is the key to success"
"sportscenter44" "nickyydean" FALSE 1393820885 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Len Bias" FALSE 0 384 "New Jersey, USA" 2942 161 FALSE "sixers #RiPPOP"
"sportscenter45" "mikebrandley24" NA 1404788263 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Michael Brandley" FALSE 2 316 "Houston, TX" 5071 135 FALSE "It's lil Michael the finesse kid H44D"
"sportscenter46" "yung_bh3" NA 1304646660 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Bh3" FALSE 1 1012 "a gym" 4609 1257 FALSE "Lima ‚û°Ô∏èCle Tri-CÌ†ºÌøÄ.. R.I.P to all my fallen loved ones"
"sportscenter47" "lecrae44" NA 1341718397 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Johnny PineappleÌ†ºÌΩç" FALSE 2 584 "" 13784 641 FALSE "the typical 607 kid. CEO of WWW‚Ñ¢"
"sportscenter48" "SweetDominican_" NA 1322267115 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Ì†ºÌ∑©Ì†ºÌ∑¥" FALSE 13 472 "Mississippi, USA" 856 188 FALSE "With Tinkerbell, spreading Fairy Dust around this mf. ‚òÑÔ∏è"
"sportscenter49" "_boog1" NA 1347843699 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "boog Ì†æÌ¥ñ" FALSE 32 872 "Arizona/ Nevada" 28548 2361 FALSE "Consistently  inconsistent, Money Moves Me, Bite my tongue for no one call me evil or unbelievable. 2016 Corona All American"
"sportscenter50" "Dondre1017" NA 1353890479 "*Disappointment https://t.co/rksUPZCl7Y" FALSE 0 0 "Morgan Tracy" FALSE 41 777 "Nawf Palm Beach" 195 131 FALSE "They say the first million is always the hardest."
"sportscenter51" "thayertrenhaile" NA 1389238686 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Thayer Trenhaile" FALSE 3 476 "" 4672 464 FALSE ""
"sportscenter52" "justnmoreno" NA 1314585010 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Justin‚Ä†" FALSE 15 470 "" 1089 426 FALSE "#HeartAndHustle ‚ôªÔ∏è"
"sportscenter53" "UG76_" NA 1415206593 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Uriel" FALSE 3 411 "FULLERTON//ORANGE COUNTY" 1437 344 FALSE "Proud to be an American. Stay Frosty ''Because you'd be in jail.'' - The Donald #BlueLivesMatter"
"sportscenter54" "_mtdavis_" NA 1404668936 "RT @SportsCenter: On this date 100 years ago, Georgia Tech beat Cumberland College 222-0, one of the most lopsided games in major-sports hi‚Ä¶" TRUE 0 6858 "mitch" FALSE 1 152 "501" 130 176 FALSE "aim by a shirt button, you might miss by two inches. aim by a shirt, you might miss by two feet"
"sportscenter55" "Scuba_Stevej" NA 1361564886 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Stephen Jackson" FALSE 2 173 "" 2085 198 FALSE "ULM 16'. 21 living life"
"sportscenter56" "theDrHartz" NA 1400466754 "RT @SportsCenter: This is going to be fun. https://t.co/X6q1VdFfbG" TRUE 0 4562 "Hartz" FALSE 20 709 "Robinson Tx " 17967 3261 FALSE "#rip Johnny love you brother."
"sportscenter57" "Bev_M0" NA 1338244312 "@MikesBorn @SportsCenter Ì†ΩÌπÑÌ†ΩÌπÑÌ†ΩÌπÑ we all make mistakes okayyy Ì†ΩÌ∏ë" FALSE 0 1 "Beverly Hills" FALSE 2 293 "" 7041 283 FALSE "It's Never Too Late To Change Our Luck.‚úåÔ∏è"
"sportscenter58" "rjbaldwin" NA 1237782633 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "rj baldwin" FALSE 5 152 "Ohio, USA" 347 515 FALSE "Ohio Sports fan. Beware the deep puddles of disappointment tears. I probably don't like you."
"sportscenter59" "pnichols224" NA 1379118295 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Peter" FALSE 2 251 "" 7473 256 FALSE "Ignatius '18"
"sportscenter60" "delusionalchris" FALSE 1384719116 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "chris" FALSE 4 178 "" 2100 172 FALSE "CBSH '18//MIA"
"sportscenter61" "Chew_Sotelo" NA 1417994879 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Matt Sotelo" FALSE 0 39 "GN-z11" 3278 73 FALSE "I'm a Houston sports fan so I'm used to disappointment.Ì†ΩÌ∏û"
"sportscenter62" "mainer_sam" NA 1323994754 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "james" FALSE 1 48 "" 296 378 FALSE ""
"sportscenter63" "NickySticky_44" NA 1294373276 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Nick Cortez" FALSE 0 254 "Shawnee,KS" 3433 413 FALSE "Just kickin it"
"sportscenter64" "Connor_Moore44" NA 1452290899 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Connor Moore" FALSE 2 62 "Memphis, TN" 351 64 FALSE "CBHS 19' MLB #47"
"sportscenter65" "KatieDids86" NA 1380296905 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Katie Quinn" FALSE 1 56 "" 4215 212 FALSE ""
"sportscenter66" "btb_b7" NA 1398725101 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Barry Evans" FALSE 3 391 "Lumberton, NJ" 19928 394 FALSE "just tryna hoop"
"sportscenter67" "ryanoryl52" NA 1338599621 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Ryan Oryl" FALSE 5 343 "Cleveland, OH" 30899 108 FALSE "¬Ø\_(„ÉÑ)_/¬Ø ‚Ä¢ Cavs ‚Ä¢ #ALLin216-2016 NBA Champs ‚Ä¢ Indians ‚Ä¢ Bucks ‚Ä¢ Ravens"
"sportscenter68" "LordDRock" NA 1364516997 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Lord D-Rock Ì†ºÌºê" FALSE 1 367 "Charlotte" 5265 256 FALSE "CLT native rapper of NC State. Alias: LDR, Ruler of Andromeda. However, answers to Phil, Jim, or any word that is a synonym to narcolepsy. NEW VIDEO BELOW"
"sportscenter69" "N_Patterson3" NA 1322171912 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Nick Patterson" FALSE 1 415 "Harrodsburg, KY" 4470 475 FALSE "Proud Father #june7 #1 Robert Clayton Kash Patterson"
"sportscenter70" "kellen_popovich" NA 1400636568 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Tuna" FALSE 4 414 "Flagstaff, AZ" 7907 828 FALSE "Studying sports medicine at NAU '20 #birdgang #BeRedSeeRed"
"sportscenter71" "PaulCulpo" NA 1372099423 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Paul Culpo" FALSE 9 507 "Vermont" 1926 369 FALSE "Sports Enthusiast; Tough times don't last, tough people do."
"sportscenter72" "JacobExum77" NA 1311980909 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Jacob Exum" FALSE 5 332 "Flint, MI" 4765 547 FALSE "Oakland‚û°Ô∏èNorthwood"
"sportscenter73" "lukiimaine" NA 1322795049 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Luke Kellz" FALSE 6 646 "SEATTLE 6ERS" 8714 662 FALSE "Student athlete at The Evergreen State College"
"sportscenter74" "HighlyBlessed0" NA 1436495550 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "TheTraveionWebster" FALSE 10 782 "Longview, TX ‚úàÔ∏è......" 6948 410 FALSE "X.XII.XCVIII | #RemainHumble‚Ñ¢ | #OVO|"
"sportscenter75" "bennyMLA" NA 1340671821 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "benny" FALSE 3 306 "" 8506 417 FALSE "romantic comedies for days"
"sportscenter76" "carlo_signs09" NA 1367382207 "RT @SportsCenter: Larry Fitzgerald came through big for the Cardinals Thursday, something he‚Äôs been doing since he was a star at Pitt. http‚Ä¶" TRUE 0 2493 "TT FILMS" FALSE 2 843 "" 10997 483 FALSE "#DFS ASU"
"sportscenter77" "Tj_Donner" NA 1375835962 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Tj Donner" FALSE 0 200 "" 3670 159 FALSE "25 raidernation california"
"sportscenter78" "sirlancelaster" NA 1369028412 "Lol, good sport https://t.co/mzIVUJCrK0" FALSE 0 0 "Lance F. Laster" FALSE 4 187 "Houston, TX" 4850 583 FALSE "As long as there are dreamers with the courage to pursue their dreams, the world will have heroes."
"sportscenter79" "QBlarson" NA 1320537352 "RT @buffalobills: \"We're playing lights out. We're not playing selfish. We're focused.\"

Shady says he won't miss Sunday's game and more on‚Ä¶" TRUE 0 189 "Conner Larson" FALSE 1 740 "#BillsMafia #WadeCounty " 5343 336 FALSE "2015-2016 HYBA coach of the year. RIP Tripp Nichols & Greg Plitt #OneBuffalo #TebowToTheMajors"
"sportscenter80" "AidanVoehringer" NA 1420765899 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Voehgue" FALSE 2 285 "" 6193 375 FALSE "Aidan Voehringer"
"sportscenter81" "Chiney_Chuy09" NA 1326672515 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "FightThePower" FALSE 2 336 "At Weezys Pad." 3106 300 FALSE "ASOC | Content to act, and leaving the talking to others |"
"sportscenter82" "MatthewMihaleas" NA 1326981598 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Matthew Mihaleas" FALSE 5 14 "ESPN" 317 667 FALSE "10-year Men's Open Slow-Pitch Softball Athlete, ESPN Personality, interested to work at the ESPN Headquarters starting in April 2017. Snapchat: mmihaleas"
"sportscenter83" "1HebrewHammer9" NA 1370630786 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Vinny Devlin" FALSE 3 218 "" 9157 703 FALSE "Only God Can Judge Me -Tupac Shakur-------------
Your 2036 President-elect"
"sportscenter84" "tylerdehart_55" NA 1403066580 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Lord Tachanka" FALSE 2 405 "" 1868 559 FALSE "‚Ä¢Football ‚Ä¢ Wrestling ‚Ä¢Orange Park High School Senior ‚Ä¢AMW‚ù§Ô∏è"
"sportscenter85" "WillKapke" NA 1392248519 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Will Kapke" FALSE 6 194 "" 3140 214 FALSE "Bluefield State College Baseball. Kenwood c/o 2015 #2way
RIPDE41"
"sportscenter86" "zachburdorf" NA 1357289320 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Zachary Burdorf" FALSE 3 234 "Texas, USA" 1533 179 FALSE "#savageszn"
"sportscenter87" "Foxystyle71" NA 1301489516 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "Branden Fox" FALSE 14 972 "Bowling Green, KY" 51656 812 FALSE "A Lifestyle Is A Terrible Thing To Waste. #WKU16 Stratton Oakmount #The270 ‚úàÔ∏è #The704 Big Time In No Time. #OVO #BBN #Seahawks #BronxBombers #MUTHEAD"
"sportscenter88" "wadedavidson7" NA 1413766132 "RT @SportsCenter: Toronto takes Game 2! Entering season, road teams that win first 2 games of a best-of-5 series win series 90% of time. ht‚Ä¶" TRUE 0 783 "Wade Davidson" FALSE 3 192 "Ottawa, Ontario" 1020 230 FALSE "'99"
"sportscenter89" "hayliefranklin" NA 1243902327 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "haylie ‚úåÔ∏è" FALSE 10 1214 "Iowa, USA" 20900 773 FALSE "UIU Peacock Volleyball Alum. Norse Volleyball Asst. Coach. Soon to be Master of Sports Administration. Probably somewhere laughing or eating tacos."
"sportscenter90" "James23Monroe" NA 1310795691 "RT @SportsCenter: Josh McCown has jokes. https://t.co/12gILcIM7a" TRUE 0 11384 "James Monroe" FALSE 1 213 "Miami, FL" 1691 264 FALSE ""
"espn1" "RealDeal_2016" NA 1354879296 "RT @EverythingGator: Recap
LA Sen asks FL Gov cancel game.
Hurricane devastates FL.
Game postponed by SEC.
ESPN reports UF offered to cance‚Ä¶" TRUE 0 85 "Eathan" FALSE 0 266 "Tusculum, TN" 363 263 FALSE "Currently I grind so that in the future a YRN can shine                                                                     ~SC:emoney_yk~"
"espn2" "manuel_iwa10" NA 1339396774 "@tbarajas15 @SportsCenter @espn chill.. go watch Tebow strike out in the minor leagues Ì†ΩÌπÑ" FALSE 1 0 "Manuel I." FALSE 4 765 "" 14048 639 FALSE "20."
"espn3" "THEcoachB84" NA 1358106089 "RT @ESPNCFB: Tonight Boston College is honoring the memory of Welles Crowther.

See his story here: https://t.co/JzpbLUuImU" TRUE 0 159 "Coach Bilyeu" FALSE 12 438 "" 3747 1008 FALSE "Winners are not people who never fail, but people who never quit #WinTheDay                         ‚ö™Ô∏è‚ö™Ô∏è‚ö™Ô∏è‚öΩÔ∏è‚öΩÔ∏è‚öΩÔ∏èÌ†ºÌøÄÌ†ºÌøÄÌ†ºÌøÄ"
"espn4" "RayMichael87" NA 1237932523 "You morons at @espn are looking really smart. #ClevelandAgainstTheWorld" FALSE 3 1 "#NaquinROTY" FALSE 14 422 "Cleveland, OH" 1784 1051 FALSE "Sports Writer....WWE....Highly Opinionated....Awesome dude in general. #Browns #Indians #Cavs #Buckeyes #DroughtOver 6-19-16"
"espn5" "lakers4life99" NA 1393101939 "RT @Lakers: Back at Staples Center at 7:30!

Ì†ΩÌ≥∫: @SpectrumSN &amp; @spectdeportes in LA. NBA TV elsewhere.
Ì†ΩÌ≥ª: 710 ESPN &amp; 1330 KWKW
https://t.co/‚Ä¶" TRUE 0 116 "ABSTRAK" FALSE 18 707 "California, USA STRONG BEACH " 11395 760 FALSE "LAKERS!!!"
"espn6" "wanda_wandamc" NA 1373215671 "RT @espn: \"Float like a butterfly, sting like AB.\" @AntonioBrown's cleats for this Sunday pay tribute to none other than the great Muhammad‚Ä¶" TRUE 0 625 "Wanda McLaughlin" FALSE 114 762 "Fayetteville NC" 148727 263 FALSE ""
"espn7" "goredelephants" NA 1433265224 "RT @ESPNCFB: Tonight Boston College is honoring the memory of Welles Crowther.

See his story here: https://t.co/JzpbLUuImU" TRUE 0 159 "Go Red Elephants" FALSE 29 853 "Gainesville, GA" 1388 203 FALSE "The Official Twitter Home of Gainesville High School Athletics"
"espn8" "swoleass_john" NA 1423626568 "Lmao someone came up to me and ask if I was on ESPN Ì†ΩÌ∏Ç this is great!Ì†ΩÌ∏Ç" FALSE 8 0 "John Cereceres Jr." FALSE 0 377 "El Paso, Texas ‚û°Ô∏è Kansas" 756 671 FALSE "University of Saint Mary Football Ì†ºÌøà RIP R.G.C. Ì†ΩÌπèÌ†ºÌøΩ"
"espn9" "jefurticella" FALSE 1260265338 "The #Cubs don't just play in a ballpark. They play in a neighborhood. Fun photos by @HancockPhoto from Wrigleyville‚Ä¶ https://t.co/SlIPAAKLu5" FALSE 7 1 "Jeffrey Furticella" FALSE 85 1787 "Brooklyn, N.Y." 325 579 FALSE "Picture Editor at @nytsports. Pizza Enthusiast. Wearer of Mustache."
"espn10" "anthonysuede" NA 1330625730 "RT @espn: \"Float like a butterfly, sting like AB.\" @AntonioBrown's cleats for this Sunday pay tribute to none other than the great Muhammad‚Ä¶" TRUE 0 625 "Anthony Thompson Sr" FALSE 3 28 "" 558 49 FALSE ""
"espn11" "RivertonLax" NA 1429758988 "RT @ESPNCFB: Tonight Boston College is honoring the memory of Welles Crowther.

See his story here: https://t.co/JzpbLUuImU" TRUE 0 159 "Riverton Boys Lax" FALSE 1 79 "Riverton, UT" 25 67 FALSE "When you're here. You're family. Lacrosse is what we love."
"espn12" "NotTheFakeJeffM" NA 1322324231 "RT @ESPNCFB: Tonight Boston College is honoring the memory of Welles Crowther.

See his story here: https://t.co/JzpbLUuImU" TRUE 0 159 "Jeff Muster" FALSE 1 132 "" 4096 284 FALSE "Putting the D in DILF since 2007"
"espn13" "randicus79" NA 1289436349 "@Buster_ESPN QS is an imperfect stat but Kershaw, Scherzer, Price, Darvish, Hamels have none through 5 starts.  Wow." FALSE 0 0 "Randy Wortinger" FALSE 4 175 "" 568 1387 FALSE ""
"espn14" "chefitect" NA 1413695342 "@ESPNCFB @espn LET'S GET THAT DUB BC!!!" FALSE 1 0 "BullGator" FALSE 1 42 "" 894 198 FALSE ""
"espn15" "randomtweets48" NA 1387058363 "Packers' Cook finds chicken head in wing order https://t.co/3U2NVzsxB0 #ESPN" FALSE 0 0 "Very Random" FALSE 101 104 "" 1 0 FALSE "Random Tweets to excite your day"
"espn16" "manolhs" NA 1236507382 "Packers' Cook finds chicken head in wing order https://t.co/GAAUP5TbIS" FALSE 0 0 "Manolis Koutselakis" FALSE 143 1805 "Kourmouli 69, Rethymno 74100" 447 639 FALSE "Social networking, iPhone and Mac enthusiast"
"espn17" "TheReal_KDubb" NA 1229805643 "Postseason highlight and heartache: 1997 Cleveland Indians - https://t.co/jewaziXnGp" FALSE 0 0 "K Dubb" FALSE 567 10616 "LA,Houston, NYC, ATL,Tampa" 591 9767 FALSE "Ent. Finance Consultant/Music Producer-Songwriter/GameChanger/Direct Response/Infomercial Production-catch me on KPFT 90.1 FM The Groove Mondays 11p-2a CST"
"espn18" "leti__15" NA 1417893588 "RT @jeffcz_13: Make this go viral @espn https://t.co/ZCiu4BkDKV" TRUE 0 39 "‚öΩÔ∏è" FALSE 2 286 "" 6656 391 FALSE "V.XXII ‚öΩÔ∏èÌ†ºÌø≥Ô∏è‚ÄçÌ†ºÌºà"
"espn19" "BrandonFulk52" NA 1330191522 "Maddon's prophetic speech guides Cubs to postseason - via @ESPN App https://t.co/fZWnNeVI9e" FALSE 1 0 "Brandon Fulk" FALSE 0 115 "" 393 106 FALSE "Married to my best friend, proud father of two, coach and mentor, mav for life; Be A Solution, Not A Problem!"
"espn20" "BenVisser43" NA 1341267059 "Boston College is playing in the annual \"Red Bandana Game\" so I feel the need to share this again. https://t.co/wPq1cId4Ud" FALSE 1 2 "Ben Visser" FALSE 13 334 "Ames, IA" 16746 250 FALSE "ISU wrestling and volleyball reporter for the Iowa State Daily | Assistant sports editor"
